Pacote,Concrete Type,Call Method Name,Field Name,Metodo,Line Code,Class,Ocorrencias,Into Loop,Loops Info,Inside Recursive Method
java/util/Map,Ljava/util/Map,containsKey,map,containsKey,202,Lcom/thoughtworks/xstream/core/util/WeakCache>,1,false,,false
java/util/Map,Ljava/util/Map,clear,map,clear,207,Lcom/thoughtworks/xstream/core/util/WeakCache>,1,false,,false
java/util/Map,Ljava/util/Map,keySet,map,keySet,212,Lcom/thoughtworks/xstream/core/util/WeakCache>,1,false,,false
java/util/Map,Ljava/util/Map,equals,map,equals,217,Lcom/thoughtworks/xstream/core/util/WeakCache>,1,false,,false
java/util/Map,Ljava/util/Map,hashCode,map,hashCode,222,Lcom/thoughtworks/xstream/core/util/WeakCache>,1,false,,false
java/util/List,Ljava/util/ArrayList,build,elements,size,193,Lcom/thoughtworks/xstream/io/xml/xppdom/XppDom>,2,true,1) 3;O1;1; ,false
java/util/List,Ljava/util/ArrayList,build,elements,randomGet,195,Lcom/thoughtworks/xstream/io/xml/xppdom/XppDom>,2,true,1) 3;O1;1; ,false
java/util/List,Ljava/util/List,addChild,childList,add(value),106,Lcom/thoughtworks/xstream/io/xml/xppdom/XppDom>,2,true,1) 3;O1;1; ,false
java/util/Map,Ljava/util/Map,addChild,childMap,put(key;value),107,Lcom/thoughtworks/xstream/io/xml/xppdom/XppDom>,2,true,1) 3;O1;1; ,false
java/util/List,Ljava/util/ArrayList,build,elements,add(value),199,Lcom/thoughtworks/xstream/io/xml/xppdom/XppDom>,2,true,1) 3;O1;1; ,false
